Name,BSE Code,NSE Code,ISIN Code
Keerthi Indus,518011,,INE145L01012
Vantage Knowledg,539761,,INE427T01025
Jagan Lamps,530711,,INE144C01014
Jyotirgamya Ent.,539246,,INE805R01018
TCM,524156,,INE034F01010
Poona Dal & Oil,519359,,INE809E01018
Nagreeka Cap.,532895,NAGREEKCAP,INE245I01016
Pankaj Polymers,531280,,INE698B01011
Victory Ele.,,VICTORYEV,INE0F8901022
Shyamkamal Inv,505515,,INE203N01015
Swasti Vinayaka,510245,,INE804A01025
Saven Tech.,532404,,INE856B01023
Solvex Edibles,544539,,INE1IIQ01028
Relicab Cable,539760,,INE773T01014
Prime Property,530695,,INE233C01023
Blue Pebble,,BLUEPEBBLE,INE0SAK01011
Indobell Insul.,544334,,INE0FK501019
Vasundhara Rasy.,538634,,INE406F01010
Tatia Global,521228,,INE083G01031
Gogia Capital,531600,,INE832C01014
Yuranus Infrast.,536846,,INE156M01017
Unilex Colour &C,,UNILEX,INE0B2801011
Bodhtree Consul.,539122,,INE104F01029
TeleCanor Global,530595,,INE381G01013
Sandu Pharma.,524703,,INE751D01014
Homesfy Realty,,HOMESFY,INE0N7F01017
Simbhaoli Sugar,539742,SIMBHALS,INE748T01016
DMR Engineering,543410,,INE07L501010
East WestFreight,540006,,INE595R01023
Aryavan Enterprise,539455,,INE360S01012
Cyber Media Ind,532640,CYBERMEDIA,INE278G01037
Walchand People,501370,,INE695D01021
Contil India,531067,,INE080G01029
Mapro Industries,509762,,INE848M01019
SM Auto Stamping,543065,,INE0C4I01011
Cedaar Textile,,CEDAAR,INE11J101017
Healthy Life,543546,,INE0L3501015
AKG Exim,,AKG,INE00Y801016
Sanwaria Consum.,519260,SANWARIA,INE890C01046
Photon Capital,509084,,INE107J01016
Citadel Realty,502445,,INE906D01014
Shreevatsaa Fin.,532007,,INE981C01019
Manas Polymers,,MPEL,INE0U4H01011
Subhash Silk,530231,,INE690D01014
Kabsons Industri,524675,,INE645C01010
Newtrac Foods,514060,,INE229N01010
Amit Securities,531557,,INE137E01014
Sugal & Damani,511654,,INE309D01011
Tusaldah,531301,,INE319M01011
Kaiser Corporat.,531780,,INE229G01022
Pace E-Commerce,543637,,INE0N1L01018
Remedium Life,539561,,INE549S01036
Scan Projects,531797,,INE393D01015
A G Universal,,AGUL,INE0O6N01012
Faalcon Concepts,544164,FAALCON,INE0Q9W01015
Samsrita Labs,539267,,INE579N01018
GSS Infotech,532951,GSS,INE871H01011
Informed Techn.,504810,,INE123E01014
Jetmall Spices,543286,,INE0D9X01018
Yaan Enterprises,538521,,INE969E01010
Associated Cera.,531168,,INE771E01010
Picturehouse,532355,,INE448B01029
Nirav Commercial,512425,,INE242B01018
Diligent Media,540789,DNAMEDIA,INE016M01021
Yamini Invest,511012,,INE457N01025
ABC India,520123,,INE125D01011
Jaihind Industries,514312,,INE156E01014
Welcure Drugs,524661,,INE331C01025
Suryaamba Spinni,533101,,INE360J01011
ANG Lifesciences,540694,,INE236W01016
MCON Rasayan,,MCON,INE0O4M01019
Harshil Agrotech,505336,,INE098E01026
Future Enterp.,523574,FEL,INE623B01027
Chennai Ferrous,539011,,INE777O01016
GDL Leasing,530855,,INE545E01018
Centenial Surgic,531380,,INE405H01018
Walpar Nutrition,,WALPAR,INE0G2G01015
Mittal Sections,544575,,INE833Q01012
Panjon,526345,,INE744D01019
Eighty Jewellers,543518,,INE0KSN01014
DSJ Keep Learn,526677,KEEPLEARN,INE055C01020
Sumedha Fiscal,530419,,INE886B01012
Salasar Exterior,,SECL,INE00Y701026
Sameera Agro,,SAIFL,INE0PZA01015
Haryana Leather,524080,,INE681F01018
Phoenix Overseas,,PHOGLOBAL,INE0FPO01018
Sihora Indust.,544585,,INE0SFA01011
Anjani Synth.,531223,,INE364D01032
Sharma E I Hosp.,524548,,INE465H01012
Guj. Petrosynth.,506858,,INE636P01011
Armour Security,,ARMOUR,INE0TZX01019
Medi Caps,523144,,INE442D01010
Ganga Forging,,GANGAFORGE,INE691Z01023
Rajnish Retail,530525,,INE786J01033
Morarjee Text.,532621,MORARJEE,INE161G01027
The Ravalgaon,507300,,INE615A01025
21st Cent. Mgmt.,526921,21STCENMGM,INE253B01015
Bikewo Green,,BIKEWO,INE0SQH01013
Tyroon Tea Co.,526945,,INE945B01016
GKB Ophthalmics,533212,,INE265D01015
Franklin Indust.,540190,,INE789R01022
Pearl Polymers,523260,PEARLPOLY,INE844A01013
Mohit Industries,531453,MOHITIND,INE954E01012
Arnold Holdings,537069,,INE185K01036
Parmeshwari Silk,540467,,INE808R01012
Pearl Green Club,543540,,INE0GTX01019
Sparkle GoldRock,530037,,INE618F01010
Ambo Agritec,543678,,INE0N6V01016
Quicktouch Tech,,QUICKTOUCH,INE0K4D01020
Logiciel Soluti.,544625,,INE1BA901016
Deep Health AI,539559,,INE005G01026
Abram Food,544422,,INE0ZDY01011
Libas Consumer,,LIBAS,INE908V01012
Spectrum Foods,531982,,INE547C01018
Kanco Tea,541005,,INE398L01017
Kridhan Infra,533482,KRIDHANINF,INE524L01026
Nag. Agri Tech.,531832,,INE793H01017
Innovative Tech,523840,,INE965C01038
Dynamic Industri,524818,,INE457C01010
Sunil Industries,521232,,INE124M01015
Anirit Ventures,530705,,INE161F01011
Madhav Marbles,515093,MADHAV,INE925C01016
Ashirwad Steels,526847,,INE338C01012
S P Capital Fin.,530289,,INE102F01015
Parshwanath Corp,511176,,INE635I01018
Swati Projects,543914,,INE210F01016
Gini Silk Mills,531744,,INE548B01018
Natl. Gen. Inds.,531651,,INE654H01011
GB Logistics,544348,,INE0RWU01016
Sri Ramakr. Mill,521178,,INE306D01017
Gita Renewable,539013,,INE776O01018
Alfa Ica (I),530973,,INE042C01010
Sinnar Bidi Udy.,509887,,INE896E01023
Capricorn System,512169,,INE968E01012
Trans India,523752,,INE502D01011
Medicamen Organ.,,MEDIORG,INE0PE401018
Williamson Magor,519224,WILLAMAGOR,INE210A01017
Pecos Hotels,539273,,INE484S01010
Classic Filament,540310,,INE181U01018
Sulabh Engineers,508969,,INE673M01029
MSR India,508922,,INE331L01026
Virtual Global,534741,,INE247C01023
Soni Medicare,539378,,INE848R01018
Deccan Healthcar,542248,,INE452W01019
Swasti Vin. Art,512257,,INE895A01023
Hawa Engineers,539176,,INE230I01018
Ranjeet Mechatr.,541945,,INE01A501027
Nacdac Infra.,544313,,INE0LB101011
Kaushalya Infra.,532925,KAUSHALYA,INE234I01028
Advance Meter.,534612,,INE436N01029
Sharpline Broadc,543341,,INE647W01014
Paos Industries,530291,,INE791C01012
Abhishek Finle.,538935,,INE723C01015
Pulsar Intl.,512591,,INE183U01022
Marc Loire,544437,,INE0TBQ01014
Bulkcorp Inter.,,BULKCORP,INE0SZ301012
Abril Paper,544500,,INE15MX01014
Prospect Consum.,543814,,INE0OKG01017
Arshiya,506074,ARSHIYA,INE968D01022
Polymechplast Ma,526043,,INE809B01014
Tree House Edu.,533540,TREEHOUSE,INE040M01013
India Cem. Cap.,511355,,INE429D01017
AA Plus Trade,543319,,INE0C5901022
EL Forge,531144,,INE158F01017
Silver Oak (I),531635,,INE870J01019
Kapil Raj Financ,539679,,INE332Q01023
Hipolin,530853,,INE963A01011
Monotype India,505343,,INE811D01024
Innovative Ideal,541983,,INE492Y01011
AGS Transact,543451,AGSTRA,INE583L01014
Sunrest Lifescie,,SUNREST,INE0PLZ01012
Polyspin Exports,539354,,INE914G01029
Adarsh Plant,526711,,INE627D01016
Ramgopal Polytex,514223,,INE410D01017
Prismx Global,501314,,INE286N01028
Paramount Dye,,PARAMOUNT,INE0TG801013
CLC Industries,521082,CLCIND,INE376C01038
Spenta Intl.,526161,,INE175C01018
STL Global,532730,SGL,INE353H01010
Kanani Industrie,506184,KANANIIND,INE879E01037
Deem Roll-Tech,,DEEM,INE586O01011
TCFC Finance,532284,,INE389D01013
Infomedia Press,509069,INFOMEDIA,INE669A01022
Aritas Vinyl,544683,,INE1D8001016
Challani Capital,530747,,INE807A01010
United Cotfab,544195,,INE0S0I01011
Future Lifestyle,536507,FLFL,INE452O01016
Riddhi Display,544640,,INE1DKT01011
Carnation Inds.,530609,,INE081B01028
Alfavision Overs,531156,,INE883B01027
Tirupati Sarjan,531814,,INE297J01023
Vandan Foods,544436,,INE0RDJ01019
Nalin Lease Fin.,531212,,INE606C01012
Naturewings Hol.,544245,,INE0N4701016
Globtier Infotec,544494,,INE12P601017
Galaxy Medicare,,GML,INE09A801015
Johnson Pharma,532154,,INE560F01022
Sattva Sukun,539519,,INE280E01038
Signoria Creatio,,SIGNORIA,INE0RDE01010
ESI,590022,EASTSILK,INE962C01035
Lamosaic India,,LAMOSAIC,INE0R0201012
Fine Line Cir.,517264,,INE087E01011
Equilateral Ent.,531262,,INE060N01019
Venmax Drugs,531015,,INE154G01022
Chennai Meena,523489,,INE889F01017
Aruna Hotels,500016,,INE957C01019
Margo Finance,500206,,INE680B01019
G G Dandekar,505250,,INE631D01026
Cell Point,,CELLPOINT,INE0O0001013
Angel Fibers,541006,,INE339Z01011
Hindoo. Mills,509895,,INE832D01020
Katare Spinning,502933,,INE498G01015
IMEC Services,513295,,INE611C01020
Rishabh Sp. Yarn,514177,,INE351D01013
Thinkink Picture,539310,,INE365S01045
MPDL Ltd,532723,,INE493H01014
Tejnaksh Health.,539428,,INE030T01027
IndiaNivesh,501700,,INE131H01028
Swojas Foods,530217,,INE295B01016
MPIL Corporation,500450,,INE844C01027
City Crops Agro,544000,,INE0M7501019
Super Spinning,521180,SUPERSPIN,INE662A01027
Kalana Ispat,,KALANA,INE0T0L01014
Darjeeling Industriies,539770,,INE830S01014
Manglam Infra,,MIEL,INE0R3101011
Infonative Solu.,544393,,INE12IB01015
Epic Energy,530407,,INE932F01015
Rishi Techtex,523021,,INE989D01010
West Leisure,538382,,INE266P01017
Chordia Food,519475,,INE975C01011
Advance Petroch.,506947,,INE334N01018
Mudunuru,538743,,INE491C01027
Sprayking Ltd,540079,,INE537U01037
Stanrose Mafat.,506105,,INE441L01015
Sahara Housing,511533,,INE135C01012
Oasis Securities,512489,,INE876A01023
Ahasolar Technol,543941,,INE0NEV01011
Cella Space,532701,,INE266H01014
Tejassvi Aaharam,531628,,INE173E01019
Safecure Service,544596,,INE0SVZ01015
Premier Energy,533100,,INE429K01012
Prit Nandy Comm.,532387,PNC,INE392B01011
Samtel (India),500371,,INE538C01017
Intec Capital,526871,,INE017E01018
Unison Metals,538610,,INE099D01026
TGB Banquets,532845,TGBHOTELS,INE797H01018
Khandwala Sec.,531892,KHANDSE,INE060B01014
Accedere,531533,,INE578B01015
Timescan Logist.,,TIMESCAN,INE0IJY01014
CMX Holdings,532217,,INE027F01014
Amco India,530133,,INE924B01011
Globesecure Tech,,GSTL,INE00WS01056
Qgo Finance,538646,,INE837C01013
Omkar Pharmachem,532167,,INE501C01015
Comrade Applian.,543921,,INE0NXA01015
Krishna Vent.,504392,,INE537L01010
Salora Intl.,500370,,INE924A01013
Guj. Terce Labs.,524314,,INE499G01013
Kenvi Jewels,540953,,INE923Y01023
Miven Mach. Tool,522036,,INE338P01014
RR Metalmakers,531667,,INE117K01013
Avasara Finance,511730,,INE759D01017
Next Mediaworks,532416,NEXTMEDIA,INE747B01016
Grameva,539120,,INE578R01011
Shricon Indus.,508961,,INE753D01010
KK Shah Hospital,544013,,INE0OH401016
Lesha Industries,533602,,INE050L01048
Ramsons Projects,530925,,INE609D01014
Span Divergent,524727,,INE004E01016
Yudiz Solutions,,YUDIZ,INE09FA01019
Skybiotech Healthcare,512036,,INE393H01016
Purshottam Inves,538647,,INE729C01020
Goel Food,543538,,INE0K6L01010
Prakash Woollen,531437,,INE523I01016
Vaxtex Cotfab,,VCL,INE098201036
Pasupati Spinng.,503092,,INE909B01020
Vani Commercials,538918,,INE661Q01017
Aditya Spinners,521141,,INE122D01026
Libord Finance,511593,,INE212B01011
Vadivarhe Speci.,,VSCL,INE551Q01028
Balurghat Tech,520127,,INE654B01014
Bombay Wire,504648,,INE089T01023
Shreenath Paper,544372,,INE0RXS01018
TGIF Agribusines,544175,,INE0SMU01015
QVC Exports,,QVCEL,INE0KZF01015
Transvoy Logist.,543754,,INE0MPU01011
Megri Soft,539012,,INE756R01013
Mahalaxmi Fab.,544233,MFML,INE0US801024
Identical Brains,,IDENTICAL,INE0TD101011
Deco-Mica,531227,,INE907E01010
Step Two Corp.,531509,,INE623D01015
Standard Battery,504180,,INE502C01039
Dynamic Portfol,530779,,INE118C01018
Teerth Gopicon,,TGL,INE0K6601012
Medistep Health.,,MEDISTEP,INE0UOY01019
Micropro Softwar,,MICROPRO,INE0PZK01014
Mewar Hi-Tech,540150,,INE957U01011
Narendra Prop.,531416,,INE603F01012
KJMC Financial,530235,,INE533C01018
Times Green Ener,543310,,INE0B6101012
Gorani Industrie,531608,,INE792J01015
Duropack,526355,,INE138B01018
Rajkamal Synth.,514028,,INE376L01013
Colorchips New,540023,,INE621I01042
Abhishek Integr.,,AILIMITED,INE0CAJ01017
June Industries,531960,,INE108B01029
Orosil Smiths,531626,,INE628B01034
Asian Tea & Exp,519532,,INE822B01017
Machhar Industri,543934,,INE01BT01015
Jainex Aamcol,505212,,INE280F01019
NMS Global,522289,,INE169F01014
Kamanwala Housin,511131,,INE344D01018
Chandra Bhagat,542934,,INE07QQ01016
Rama Petrochem,500358,,INE783A01013
Agarwal Float,,AGARWALFT,INE0MLA01012
Morarka Finance,511549,,INE367A01015
Konark Synth,514128,,INE517D01019
Ashirwad Cap.,512247,,INE894A01026
Smart Finsec,539494,,INE766D01020
Sarthak Industri,531930,,INE074H01012
Invigorated Bus.,511716,,INE359A01012
Prolife Indust.,,PROLIFE,INE994V01012
Tapi Fruit,,TAPIFRUIT,INE0M7001010
Neelam Linens,,NEELAM,INE0N1401016
Khoobsurat Ltd,535730,,INE731G01027
AMS Polymers,540066,,INE345U01019
Parle Industries,532911,,INE272G01014
Inland Printers,530787,,INE055O01033
Jindal Capital,530405,,INE356F01017
Sunil Agro Foods,530953,,INE224D01012
Mansi Fin.(Chen),511758,,INE094E01017
South. Magnesium,513498,,INE308N01012
Vertex Secur.,531950,,INE316D01024
Jindal Leasefin,539947,,INE919T01013
Shoora Designs,543970,,INE0OJZ01019
Cochin Malabar,508571,,INE788M01017
Maris Spinners,531503,,INE866D01010
Davin Sons Reta,544331,,INE0Q2L01013
LWS Knitwear,531402,,INE281M01013
Swarna Securitie,531003,,INE595G01018
Laffans Petroch,524522,,INE919B01011
Vivanta Indust.,541735,,INE299W01022
Shree Ganesh Bio,539470,,INE051N01026
Venlon Enterpris,524038,,INE204D01022
ERP Soft Systems,530909,,INE308B01017
Milestone Furn.,541337,,INE424Z01011
Adeshwar Meditex,543309,,INE0H8J01015
Sri Havisha,531322,HAVISHA,INE293B01029
Martin Burn,523566,,INE199D01016
Ishita Drugs,524400,,INE806D01016
Darshan Orna,539884,,INE671T01028
Unick Fix-A-Form,541503,,INE250G01010
Sonal Adhesives,526901,,INE344I01017
Shyam Telecom,517411,SHYAMTEL,INE635A01023
Laxmi Cotspin,,LAXMICOT,INE801V01019
K K Silk Mills,544624,,INE0EOJ01014
Aspire & Innovat,,ASPIRE,INE0S7801010
Popular Estate,531870,,INE370C01015
Pentokey Organy,524210,,INE702E01015
Checkpoint Trend,531099,,INE396H01019
K-Lifestyle,514221,,INE218A01028
Bloom Industries,513422,,INE373E01015
Esha Media,531259,,INE328F01016
Bluechip Tex Ind,506981,,INE472D01017
Mandeep Auto,,MANDEEP,INE0R3T01013
TECIL Chemical,506680,TECILCHEM,INE014B01011
Valencia India,544433,,INE130701019
Salguti Industri,526554,,INE159C01012
TTI Enterprise,538597,,INE404F01031
Starcom Info.,531616,,INE347I01010
Earthstahl &All.,543765,,INE0O4V01010
Radiowalla,,RADIOWALLA,INE430U01019
Hamps Bio,544312,,INE0QBD01018
Neeraj Paper Mkt,539409,,INE894J01019
Lake Shore,519612,,INE734D01010
Triliance Poly,509046,,INE778N01016
Vapi Enterprise,502589,,INE464D01014
Ankit Met.Power,532870,ANKITMETAL,INE106I01010
Valson Industrie,530459,,INE808A01018
Transgene Biotek,526139,,INE773D01018
Poojawes. Metal.,540727,,INE973X01012
Vinyoflex,530401,,INE526H01011
Saffron Industri,531436,,INE474D01013
Vrundavan Planta,544011,,INE0Q6901013
Indo Cotspin,538838,,INE407P01017
Octaware Tech.,540416,,INE208U01019
Helpage Finlease,539174,,INE738P01015
Asian Petroprod.,524434,,INE810M01019
Esaar (India),531502,,INE404L01039
Amrapali Capital,536737,,INE218P01018
Quadrant Tele.,511116,,INE527B01020
Shrenik,,SHRENIK,INE632X01030
Mediaone Global,503685,,INE828I01019
Prime Urban,521149,,INE419E01024
Crystal Business,540821,,INE994R01028
Cyber Media Res.,,CMRSL,INE075Z01011
Supreme Engg.,,SUPREMEENG,INE319Z01021
Shree Metalloys,531962,,INE914B01012
Utique Enterp.,500014,,INE096A01010
Krupalu Metals,544509,,INE0XZB01017
Mah. Corporation,505523,,INE272E01027
Koura Fine Diamo,544139,,INE0M8R01011
SVS Ventures,543745,,INE0MID01012
KCL Infra,531784,,INE469F01026
Rekvina Labs,526075,,INE092O01028
Reliable Ventur.,532124,,INE419H01019
Bombay Talkies,511246,,INE910D01024
Flexituff Vent.,533638,FLEXITUFF,INE060J01017
Ras Resorts,507966,,INE651D01016
Patspin India,514326,,INE790C01014
GSL Securities,530469,,INE721D01017
KJMC Corporate,532304,,INE602C01011
Sonalis Consumer,543924,,INE0N5O01013
DRA Consultants,540144,,INE746V01016
Mukat Pipes,523832,,INE862C01029
Medico Intercon.,539938,,INE858Q01019
Shree Bhavya,521131,,INE363D01018
Caprolactam Chem,507486,,INE470N01010
Shubhlaxmi Jewel,,SHUBHLAXMI,INE01Z401013
Vama Industries,512175,,INE685D01022
Yug Decor,540550,,INE796W01019
Paragon Finance,531255,,INE015E01012
SKIL Infrastr,539861,SKIL,INE429F01012
Shukra Bullions,531506,,INE561E01015
Aten Papers,544417,,INE0XCV01014
Crimson Metal,526977,,INE318P01016
Harish Textile,542682,,INE01K301012
Zenith Fibres,514266,,INE106C01013
Ajwa Fun World,526628,,INE863E01015
Inani Marbles,531129,,INE635D01027
Supra Trends,511539,,INE533B01028
Switching Tech.,517201,,INE311D01017
Platinumone Bus.,543352,,INE0DTJ01015
Tradewell Hold,531203,,INE819G01012
Easun Capital Ma,542906,,INE771C01014
Visagar Finan.,531025,,INE309H01038
Manraj Hsg.Fin.,530537,,INE948I01015
Southern Latex,514454,,INE410M01018
Neo Infracon,514332,,INE216I01017
Howard Hotels,526761,,INE931B01016
Tridhya Tech,,TRIDHYA,INE0LWY01029
Rapid Invest.,501351,,INE154M01012
Padam Cotton,531395,,INE448D01025
Hemang Resources,531178,,INE930A01010
Regent Enterp.,512624,,INE769D01016
GSB Finance,511543,,INE777C01011
Raw Edge Indust.,541634,,INE960Z01014
Hindustan Agrig.,519574,,INE092301014
Labelkraft Tech.,543830,,INE0NLJ01011
Sawaca Enterpri.,531893,,INE248B01023
Daikaffil Chem,530825,,INE789B01018
Roselabs Finance,531324,,INE475C01012
Onesource Indus.,530805,,INE125F01032
Madhusudan Inds.,515059,,INE469C01023
South Asian Ent.,526477,,INE118B01010
Dalmia Industria,539900,,INE642P01019
Piotex Indus.,544178,,INE0R4W01015
Cil Securities,530829,,INE830A01012
Guj. Raffia Inds,523836,GUJRAFFIA,INE610B01024
Containerway Int,540597,,INE319U01022
Rap Corp,531583,,INE483D01014
Marinetrans Indi,,MARINETRAN,INE0P1P01017
Inducto Steel,532001,,INE146H01018
Ranjit Securitie,531572,,INE863D01017
Cubical Finan,511710,,INE717D01023
Maruti Global Industries,531319,,INE368C01019
Premier Cap Serv,511016,,INE946K01023
Sangal Papers,516096,,INE384D01022
SPP Polymer,,SPPPOLY,INE0QR801013
Add-Shop E-Reta.,541865,,INE01B501018
Vivid Global,524576,,INE737C01023
ECS Biztech,540063,,INE925Q01024
Mono Pharmacare,,MONOPHARMA,INE0OIP01012
Vikas Wsp,519307,VIKASWSP,INE706A01022
Nidan Laborator.,,NIDAN,INE0J6L01013
Astron Paper,540824,ASTRON,INE646X01014
Madhya Prad. Tod,,MPTODAY,INE105Y01019
Max Heights,534338,,INE393F01010
Global Cap.Mkt.,530263,,INE062C01042
SSPDL Ltd,530821,,INE838C01011
Shree Marutinand,544083,,INE0QIS01011
Iykot Hitech,522245,,INE079L01013
Novateor Resear.,542771,,INE08JY01013
G-Tec Janix,,GTECJAINX,INE586X01012
TV Vision,540083,TVVISION,INE871L01013
N D Metal Inds.,512024,,INE643D01013
Veejay Lak. Eng.,522267,,INE466D01019
Amrapali Fincap,539265,,INE990S01016
Zenlabs Ethica,530697,,INE546F01013
Fone4 Communica.,543521,,INE0L3H01014
Manipal Fin. Cor,507938,,INE798E01013
Containe Tech.,543606,,INE0M8901010
Kotia Enterprise,539599,,INE079C01012
NDA Securities,511535,,INE026C01013
Jayshree Chem.,506520,,INE693E01016
Shashijit Infra.,540147,,INE700V01021
Gajanan Sec.Serv,538609,,INE868G01019
NAPS Global,544373,,INE0VNH01014
Dipna Pharmachem,543594,,INE0MC401013
Ace Integrated,,ACEINTEG,INE543V01017
Rajeshwari Cans,543285,,INE0CQ101015
NCC Blue Water,519506,,INE630N01019
Velan Hotels,526755,,INE548D01014
Veer Energy,503657,,INE255E01030
Sati Poly,,SATIPOLY,INE0RPM01017
Thakral Services,509015,,INE190F01028
IITL Projects,531968,,INE786E01018
Hisar Spg. Mills,521068,,INE689E01014
Lynx Machinery,505320,,INE732D01014
Shahi Shipping,526508,,INE825D01016
Precision Metal.,,PRECISION,INE0HKW01018
Response Info.,538273,,INE401B01010
Prima Industries,531246,,INE723N01012
Sanblue Corp.,521222,,INE602D01027
Vikram Aroma,544371,,INE0NR501012
Advance Lifes.,521048,,INE900E01015
Neelkanth,512565,,INE581D01015
Silly Monks,,SILLYMONKS,INE203Y01012
Maks Energy,,MAKS,INE0CDK01019
SBEC Systems,517360,,INE689V01018
Picturepost Stu.,,PPSL,INE0YAL01017
Best Eastern Hot,508664,,INE553F01035
Amalgamated Elec,501622,,INE492N01022
Shashwat Furnis.,543519,,INE0JMN01019
Bazel Internatio,539946,,INE217E01014
Yasons Chemex,,YCCL,INE08S201019
Chambal Brewer,512301,,INE417N01011
H. S. India,532145,,INE731B01010
Titaanium Ten,539985,,INE120V01014
Chemiesynth(Vapi,539230,,INE829R01018
Benara Bearings,541178,,INE495Z01011
MEP Infrast.,539126,MEP,INE776I01010
Vamshi Rubber,530369,,INE380C01014
Innokaiz India,543905,,INE0LDI01022
Maitri Enterp.,513430,,INE501L01024
Modern Steels,513303,,INE001F01019
Senthil Infotek,531980,,INE564B01015
Frontline Corp.,532042,,INE092D01013
Greencrest Finan,531737,,INE414C01045
Guj. Lease Fin.,500174,GLFL,INE540A01017
Olympia Industri,521105,,INE482O01021
Vas Infra.,531574,,INE192C01013
Organic Coatings,531157,,INE412E01011
Starsource Multitrade,506365,,INE320M01019
Cargosol Logist.,543621,,INE0KZM01011
Jai Mata Glass,523467,,INE250C01027
Rish.Digh.Steel,531539,,INE864D01015
Krishna Capital,539384,,INE897B01019
Richfield Fin,539435,,INE201C01012
Abirami Fin.,511756,,INE195I01013
Continental Seed,,CONTI,INE340Z01019
Steel Strips Inf,513173,,INE205F01016
Cindrella Hotels,526373,,INE908C01012
HCKK Ventures,539224,,INE345Q01017
Kunststoff Inds.,523594,,INE638D01021
RTCL,531552,,INE754B01012
Disha Resources,531553,,INE193D01019
Asia Capital,538777,,INE131Q01011
Prabhhans Inds,530361,,INE428P01013
Golech.Glob.Fin.,531360,,INE427D01011
Accord Synergy,,ACCORD,INE113X01015
Gilada Finance,538788,,INE918C01029
Panabyte Tech,538742,,INE516E01019
Zenith Health,530665,,INE812B01026
Uniroyal Ind,521226,,INE980D01019
Quality RO Indu.,543460,,INE0KAF01018
JMD Ventures,511092,,INE047E01031
Square Four Pro.,526532,,INE716K01020
Amin Tannery,541771,,INE572Z01017
Pro CLB,540703,,INE438C01010
Julien Agro,536073,,INE890N01027
York Exports,530675,,INE057Q01018
Regal Entertain.,531033,,INE101E01010
Paramount Cosmet,507970,,INE143I01013
Family Care,516110,,INE146N01016
Shiva Granito,540072,,INE191V01015
Jay Kailash,544160,,INE0MSS01019
R G F Capital,539669,,INE684D01025
Sterling Powerg.,513575,,INE067E01013
Shivamshree Busi,538520,,INE857P01021
Integ. Capital,539149,,INE682B01023
TCI Finance,501242,TCIFINANCE,INE911B01018
Boss Packaging,,BOSS,INE0QNI01012
Classic Leasing,540481,,INE949C01016
Thinking Hats,,THESL,INE0SHE01019
Decillion Financ,539190,,INE848N01017
SP Refractories,,SPRL,INE0JW501011
Duke Offshore,531471,,INE397G01019
Shanthala FMCG,,SHANTHALA,INE0Q9Q01017
Ventura Textiles,516098,,INE810C01044
Hit Kit Global,532359,,INE309B01023
PDP Shipping,544378,,INE0ABU01016
Munoth Fin.Serv.,531821,,INE348D01019
Gajanand Inter.,,GAJANAND,INE0QTE01018
Bharat Bhushan,511501,,INE900A01013
Aik Pipes & Poly,544072,,INE0QFT01015
L.K.Mehta Poly.,544366,,INE0FFF01017
Gujarat Hy-Spin,540938,,INE578V01013
Gleam Up Jwel Limiteed,542477,,INE03CM01014
S.M. Gold,542034,,INE00Q901014
Rita Finance and,543256,,INE018S01016
JHS Svend.Retail,544197,RETAIL,INE03DD01011
Desh Rakshak,531521,,INE971E01016
Sarvottam Finve.,539124,,INE822Q01015
Heads UP Venture,540210,HEADSUP,INE759V01019
Kkalpana Plastic,523652,,INE465K01016
Benchmark Comp.,544052,,INE0Q2Z01013
SRM Energy Ltd,523222,,INE173J01018
Radaan Media.,590070,RADAAN,INE874F01027
Vashishtha Lux.,544508,,INE0WRP01016
Tai Industries,519483,,INE358D01018
COSYN,538922,,INE029B01019
RSC Internl.,530179,,INE015F01019
Shree Securities,538975,,INE397C01026
Indong Tea Co,543769,,INE0KN201016
Raunaq Intl.,537840,,INE523K01012
Inter State Oil,530259,,INE003B01014
Cityman,521210,,INE117C01010
Brisk Technovisi,544101,,INE0Q6L01014
EP Biocomposites,543595,,INE0D2I01014
Vivo Collaborat.,,VIVO,INE0IA701014
ANS Industries,531406,,INE234J01018
Yash Mgmt & Sat.,511601,,INE216B01012
Kisaan Parivar,519230,,INE102C01020
Tacent Projects,531887,,INE149D01011
Debock Industrie,,DIL,INE411Y01011
Kandagiri Spinng,521242,,INE292D01019
Rama Paper Mills,500357,,INE425E01013
Trans Freight,513063,,INE360D01014
Jayatma Enterp.,539005,,INE246D01015
Inspire Films,,INSPIRE,INE0NDX01019
Astron,544628,,INE0RUY01012
Khandelwal Extra,519064,,INE687W01010
Source Industrie,521036,,INE695C01015
Mehta Integrat.,511377,,INE240B01012
V R Films & Stud,542654,,INE06LG01010
Tulasee Bio-Eth.,524514,,INE276N01011
BKV Industries,519500,,INE356C01022
Docmode Health,,DHTL,INE0OGG01015
Sreechem Resins,514248,,INE377C01010
BIL Vyapar,500059,BILVYAPAR,INE071A01013
Winsome Yarns,514348,WINSOME,INE784B01035
Palm Jewels,541444,,INE838Z01012
MFL India,526622,,INE244C01020
Jaipan Industrie,505840,,INE058D01030
Adhbhut Infra.,539189,,INE578L01014
Comfort Comtrade,534691,,INE456N01019
G K Consultants,531758,,INE131D01019
Daulat Securitie,530171,,INE108C01019
Om Metallogic,544559,,INE0R8Q01018
Lypsa Gems,534532,LYPSAGEMS,INE142K01011
Minolta Finance,532164,,INE514C01026
7NR Retail Ltd,540615,,INE413X01035
Solid Stone Co,513699,,INE584G01012
Suryo Foods,519604,,INE565E01016
AVI Products,523896,,INE316O01021
IND Renewable,536709,,INE138O01029
